file,sheet,declared_dimension,effective_nonblank_rows,template_model_rows,read_method,artifact_tool_issue,migration_scope
dashboard_bundle_1/نموذج تحكيم مخرجات تأسيس وحدات العمل التطوعي.xlsx,المحكم (1),A1:Y1001,48,47,OPENXML_FALLBACK,Comment author metadata has no displayName.,SCHEMA_REFERENCE_ONLY
