source_record_id,canonical_org_id,canonical_org_name,cohort,source_side,source_org_id,name_as_written,normalized_name,source_files,source_rows,consultant_names,evaluator_names,roster_status,records_count
SRC-LEG-LEG-ORG-B1-012,LEG-ORG-B1-012,جمعية دار السلام لإكرام الموتى,1,legacy,LEG-ORG-B1-012,جمعية دار السلام لإكرام الموتى,جمعيهدارالسلاملاكرامالموتي,dashboard_bundle_1/الجهات المشاركة في الدفعة الأولى.xlsx | dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx,dashboard_bundle_1/الجهات المشاركة في الدفعة الأولى.xlsx | ورقة1!13 || dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx | ورقة3!17,هشام الغامدي,د . حسن أبو كافته,PRIMARY_ROSTER,0
SRC-LEG-LEG-ORG-B1-013,LEG-ORG-B1-013,المؤسسة الخيرية لرعاية الأيتام - إخاء,1,legacy,LEG-ORG-B1-013,المؤسسة الخيرية لرعاية الأيتام - إخاء,المؤسسهالخيريهلرعايهالايتام-اخاء,dashboard_bundle_1/الجهات المشاركة في الدفعة الأولى.xlsx | dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx,dashboard_bundle_1/الجهات المشاركة في الدفعة الأولى.xlsx | ورقة1!14 || dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx | ورقة3!10,هنادي شعيب,أ . محمد العبدالجبار,PRIMARY_ROSTER,0
SRC-LEG-LEG-ORG-B1-014,LEG-ORG-B1-014,جمعية المحترفون للبحث والإنقاذ,1,legacy,LEG-ORG-B1-014,جمعية المحترفون للبحث والإنقاذ,جمعيهالمحترفونللبحثوالانقاذ,dashboard_bundle_1/الجهات المشاركة في الدفعة الأولى.xlsx | dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx,dashboard_bundle_1/الجهات المشاركة في الدفعة الأولى.xlsx | ورقة1!15 || dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx | ورقة3!5,هنادي شعيب,أ . محمد العبدالجبار,PRIMARY_ROSTER,0
SRC-LEG-LEG-ORG-B1-015,LEG-ORG-B1-015,جمعية مكث النسائية للريادة الشبابية,1,legacy,LEG-ORG-B1-015,جمعية مكث النسائية للريادة الشبابية,جمعيهمكثالنسائيهللريادهالشبابيه,dashboard_bundle_1/الجهات المشاركة في الدفعة الأولى.xlsx | dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx,dashboard_bundle_1/الجهات المشاركة في الدفعة الأولى.xlsx | ورقة1!16 || dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx | ورقة3!7,هنادي شعيب,أ . محمد العبدالجبار,PRIMARY_ROSTER,0
SRC-LEG-LEG-ORG-B1-016,LEG-ORG-B1-016,جمعية وفاء للخدمات القانونية للمرأة,1,legacy,LEG-ORG-B1-016,جمعية وفاء للخدمات القانونية للمرأة,جمعيهوفاءللخدماتالقانونيهللمراه,dashboard_bundle_1/الجهات المشاركة في الدفعة الأولى.xlsx | dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx,dashboard_bundle_1/الجهات المشاركة في الدفعة الأولى.xlsx | ورقة1!17 || dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx | ورقة3!6,هنادي شعيب,أ . محمد العبدالجبار,PRIMARY_ROSTER,0
SRC-LEG-LEG-ORG-B1-017,LEG-ORG-B1-017,مؤسسة عبدالمنعم الراشد الإنسانية,1,legacy,LEG-ORG-B1-017,مؤسسة عبدالمنعم الراشد الإنسانية,مؤسسهعبدالمنعمالراشدالانسانيه,dashboard_bundle_1/الجهات المشاركة في الدفعة الأولى.xlsx | dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx,dashboard_bundle_1/الجهات المشاركة في الدفعة الأولى.xlsx | ورقة1!18 || dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx | ورقة3!22,هشام الغامدي,أ . محمد العبدالجبار,PRIMARY_ROSTER,0
SRC-LEG-LEG-ORG-B1-018,LEG-ORG-B1-018,جمعية واعد الشبابية,1,legacy,LEG-ORG-B1-018,جمعية واعد الشبابية,جمعيهواعدالشبابيه,dashboard_bundle_1/الجهات المشاركة في الدفعة الأولى.xlsx | dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx,dashboard_bundle_1/الجهات المشاركة في الدفعة الأولى.xlsx | ورقة1!19 || dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx | ورقة3!18,هشام الغامدي,أ . محمد العبدالجبار,PRIMARY_ROSTER,0
SRC-LEG-LEG-ORG-B1-019,LEG-ORG-B1-019,جمعية التنمية الأهلية بالصالحية,1,legacy,LEG-ORG-B1-019,جمعية التنمية الأهلية بالصالحية,جمعيهالتنميهالاهليهبالصالحيه,dashboard_bundle_1/الجهات المشاركة في الدفعة الأولى.xlsx | dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx,dashboard_bundle_1/الجهات المشاركة في الدفعة الأولى.xlsx | ورقة1!20 || dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx | ورقة3!23,خالد الصفحي,أ . محمد العبدالجبار,PRIMARY_ROSTER,0
SRC-LEG-LEG-ORG-B1-020,LEG-ORG-B1-020,جمعية العناية بشؤون الموتى إحسان,1,legacy,LEG-ORG-B1-020,جمعية العناية بشؤون الموتى إحسان,جمعيهالعنايهبشؤونالموتياحسان,dashboard_bundle_1/الجهات المشاركة في الدفعة الأولى.xlsx | dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx,dashboard_bundle_1/الجهات المشاركة في الدفعة الأولى.xlsx | ورقة1!21 || dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx | ورقة3!28,خالد الصفحي,أ . محمد العبدالجبار,PRIMARY_ROSTER,0
SRC-LEG-LEG-ORG-B1-021,LEG-ORG-B1-021,جمعية التنمية الأهلية بالملاحة,1,legacy,LEG-ORG-B1-021,جمعية التنمية الأهلية بالملاحة,جمعيهالتنميهالاهليهبالملاحه,dashboard_bundle_1/الجهات المشاركة في الدفعة الأولى.xlsx | dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx,dashboard_bundle_1/الجهات المشاركة في الدفعة الأولى.xlsx | ورقة1!22 || dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx | ورقة3!21,هشام الغامدي,أ . محمد العبدالجبار,PRIMARY_ROSTER,0
SRC-LEG-LEG-ORG-B1-022,LEG-ORG-B1-022,جمعية سند للمسؤولية الاجتماعية بالأحساء,1,legacy,LEG-ORG-B1-022,جمعية سند للمسؤولية الاجتماعية بالأحساء,جمعيهسندللمسؤوليهالاجتماعيهبالاحساء,dashboard_bundle_1/الجهات المشاركة في الدفعة الأولى.xlsx | dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx,dashboard_bundle_1/الجهات المشاركة في الدفعة الأولى.xlsx | ورقة1!23 || dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx | ورقة3!20,هشام الغامدي,أ . محمد العبدالجبار,PRIMARY_ROSTER,0
SRC-LEG-LEG-ORG-B1-023,LEG-ORG-B1-023,جمعية العمل التطوعي,1,legacy,LEG-ORG-B1-023,جمعية العمل التطوعي,جمعيهالعملالتطوعي,dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx,dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx | ورقة3!19,,,SUPPLEMENTAL_ROSTER,0
SRC-LEG-LEG-ORG-B1-024,LEG-ORG-B1-024,بيت الثقافة بالدمام (مشروع هيئة المكتبات),1,legacy,LEG-ORG-B1-024,بيت الثقافة بالدمام (مشروع هيئة المكتبات),بيتالثقافهبالدمام(مشروعهيئهالمكتبات),dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx,dashboard_bundle_2/جمعيات الدفعة الاولى.xlsx | ورقة3!26,,,SUPPLEMENTAL_ROSTER,0
SRC-LEG-LEG-ORG-B2-001,LEG-ORG-B2-001,جمعية عروى الخيرية,2,legacy,LEG-ORG-B2-001,جمعية عروى الخيرية,جمعيهعرويالخيريه,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-عزيز التوخي.xlsx | dashboard_bundle_1/المحكم-معلوي ال ناصر.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!2 || dashboard_bundle_1/الدفعة 2/المستشار-عزيز التوخي.xlsx | جمعية عروى الخيرية!2 || dashboard_bundle_1/المحكم-معلوي ال ناصر.xlsx | جمعية عروى الخيرية!2,عزيز التوخي,معلوي ال ناصر,PRIMARY_ROSTER,47
SRC-LEG-LEG-ORG-B2-002,LEG-ORG-B2-002,جمعية مكافحة السمنة بمنطقة حائل,2,legacy,LEG-ORG-B2-002,جمعية مكافحة السمنة بمنطقة حائل,جمعيهمكافحهالسمنهبمنطقهحائل,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-عزيز التوخي.xlsx | dashboard_bundle_1/المحكم-معلوي ال ناصر.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!3 || dashboard_bundle_1/الدفعة 2/المستشار-عزيز التوخي.xlsx | جمعية مكافحة السمنة!2 || dashboard_bundle_1/المحكم-معلوي ال ناصر.xlsx | جمعية مكافحة السمنة بمنطقة حائل!2,عزيز التوخي,معلوي ال ناصر,PRIMARY_ROSTER,47
SRC-LEG-LEG-ORG-B2-003,LEG-ORG-B2-003,جمعية ابوة لرعاية الايتام بعنيزة,2,legacy,LEG-ORG-B2-003,جمعية ابوة لرعاية الايتام بعنيزة,جمعيهابوهلرعايهالايتامبعنيزه,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-عزيز التوخي.xlsx | dashboard_bundle_1/المحكم-معلوي ال ناصر.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!4 || dashboard_bundle_1/الدفعة 2/المستشار-عزيز التوخي.xlsx | جمعية ابوة لرعاية الايتام!2 || dashboard_bundle_1/المحكم-معلوي ال ناصر.xlsx | جمعية ابوة لرعاية الايتام!2,عزيز التوخي,معلوي ال ناصر,PRIMARY_ROSTER,47
SRC-LEG-LEG-ORG-B2-004,LEG-ORG-B2-004,جمعية حوائج لحفظ النعمة,2,legacy,LEG-ORG-B2-004,جمعية حوائج لحفظ النعمة,جمعيهحوائجلحفظالنعمه,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-عزيز التوخي.xlsx | dashboard_bundle_1/المحكم-معلوي ال ناصر.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!5 || dashboard_bundle_1/الدفعة 2/المستشار-عزيز التوخي.xlsx | جمعية حوائج لحفظ النعمة!2 || dashboard_bundle_1/المحكم-معلوي ال ناصر.xlsx | جمعية حوائج لحفظ النعمة!2,عزيز التوخي,معلوي ال ناصر,PRIMARY_ROSTER,47
SRC-LEG-LEG-ORG-B2-005,LEG-ORG-B2-005,جمعية طب القدم والكاحل,2,legacy,LEG-ORG-B2-005,جمعية طب القدم والكاحل,جمعيهطبالقدموالكاحل,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-عزيز التوخي.xlsx | dashboard_bundle_1/المحكم-معلوي ال ناصر.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!6 || dashboard_bundle_1/الدفعة 2/المستشار-عزيز التوخي.xlsx | جمعية طب القدم والكاحل!2 || dashboard_bundle_1/المحكم-معلوي ال ناصر.xlsx | جمعية طب القدم والكاحل!2,عزيز التوخي,معلوي ال ناصر,PRIMARY_ROSTER,47
SRC-LEG-LEG-ORG-B2-006,LEG-ORG-B2-006,جمعية البيضاء لدعوة والإرشاد وتوعية الجاليات,2,legacy,LEG-ORG-B2-006,جمعية البيضاء لدعوة والإرشاد وتوعية الجاليات,جمعيهالبيضاءلدعوهوالارشادوتوعيهالجاليات,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-عزيز التوخي.xlsx | dashboard_bundle_1/المحكم-معلوي ال ناصر.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!7 || dashboard_bundle_1/الدفعة 2/المستشار-عزيز التوخي.xlsx | جمعية البيضاء!2 || dashboard_bundle_1/المحكم-معلوي ال ناصر.xlsx | جمعية البيضاء!2,عزيز التوخي,معلوي ال ناصر,PRIMARY_ROSTER,47
SRC-LEG-LEG-ORG-B2-007,LEG-ORG-B2-007,جمعية الزاد,2,legacy,LEG-ORG-B2-007,جمعية الزاد,جمعيهالزاد,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-عزيز التوخي.xlsx | dashboard_bundle_1/المحكم-معلوي ال ناصر.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!8 || dashboard_bundle_1/الدفعة 2/المستشار-عزيز التوخي.xlsx | جمعية الزاد!2 || dashboard_bundle_1/المحكم-معلوي ال ناصر.xlsx | جمعية الزاد!2,عزيز التوخي,معلوي ال ناصر,PRIMARY_ROSTER,47
SRC-LEG-LEG-ORG-B2-008,LEG-ORG-B2-008,جمعية رؤية التنموية الاهلية النسائية,2,legacy,LEG-ORG-B2-008,جمعية رؤية التنموية الاهلية النسائية,جمعيهرؤيهالتنمويهالاهليهالنسائيه,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-عزيز التوخي.xlsx | dashboard_bundle_1/المحكم-معلوي ال ناصر.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!9 || dashboard_bundle_1/الدفعة 2/المستشار-عزيز التوخي.xlsx | جمعية رؤية التنموية!2 || dashboard_bundle_1/المحكم-معلوي ال ناصر.xlsx | جمعية رؤية التنموية الاهلية!2,عزيز التوخي,معلوي ال ناصر,PRIMARY_ROSTER,47
SRC-LEG-LEG-ORG-B2-009,LEG-ORG-B2-009,جمعية المتقاعدين بمنطقة القصيم,2,legacy,LEG-ORG-B2-009,جمعية المتقاعدين بمنطقة القصيم,جمعيهالمتقاعدينبمنطقهالقصيم,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!10 || dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | جمعية المتقاعدين بمنطقة القصيم!2 || dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx | جمعية المتقاعدين بمنطقة القصيم!2,فهد النوفل,أبرار جيلاني,PRIMARY_ROSTER,47
SRC-LEG-LEG-ORG-B2-010,LEG-ORG-B2-010,الجمعية السعودية الخيرية للوقاية من السموم,2,legacy,LEG-ORG-B2-010,الجمعية السعودية الخيرية للوقاية من السموم,الجمعيهالسعوديهالخيريهللوقايهمنالسموم,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!11 || dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | الجمعية السعودية للوقاية!2 || dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx | جمعية الوقاية من السموم!2,فهد النوفل,أبرار جيلاني,PRIMARY_ROSTER,47
SRC-LEG-LEG-ORG-B2-011,LEG-ORG-B2-011,أوقاف إثراء المعرفة,2,legacy,LEG-ORG-B2-011,أوقاف إثراء المعرفة,اوقافاثراءالمعرفه,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!12 || dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | أوقاف إثراء المعرفة!2 || dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx | أوقاف إثراء المعرفة!2,فهد النوفل,أبرار جيلاني,PRIMARY_ROSTER,47
SRC-LEG-LEG-ORG-B2-012,LEG-ORG-B2-012,جمعية اكتشاف وتطوير المواهب (رائد),2,legacy,LEG-ORG-B2-012,جمعية اكتشاف وتطوير المواهب (رائد),جمعيهاكتشافوتطويرالمواهب(رائد),dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!13 || dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | جمعية اكتشاف وتطوير المواهب!2 || dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx | جمعية اكتشاف وتطوير المواهب!2,فهد النوفل,أبرار جيلاني,PRIMARY_ROSTER,47
SRC-LEG-LEG-ORG-B2-013,LEG-ORG-B2-013,جمعية كبار السن,2,legacy,LEG-ORG-B2-013,جمعية كبار السن,جمعيهكبارالسن,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!14 || dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | جمعية كبار السن!2 || dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx | جمعية كبار السن!2,فهد النوفل,أبرار جيلاني,PRIMARY_ROSTER,47
SRC-LEG-LEG-ORG-B2-014,LEG-ORG-B2-014,الجمعية الخيرية لتحفيظ القرآن الكريم بمحافظة المذنب,2,legacy,LEG-ORG-B2-014,الجمعية الخيرية لتحفيظ القرآن الكريم بمحافظة المذنب,الجمعيهالخيريهلتحفيظالقرانالكريمبمحافظهالمذنب,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!15 || dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | الجمعية الخيريةبمحافظة المذنب!2 || dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx | جمعية تحفيظ القرآن  المذنب!2,فهد النوفل,أبرار جيلاني,PRIMARY_ROSTER,47
SRC-LEG-LEG-ORG-B2-015,LEG-ORG-B2-015,الجمعية الخيرية لتحفيظ القران الكريم بمحافظة رماح,2,legacy,LEG-ORG-B2-015,الجمعية الخيرية لتحفيظ القران الكريم بمحافظة رماح,الجمعيهالخيريهلتحفيظالقرانالكريمبمحافظهرماح,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!16 || dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | الجمعية الخيرية  بمحافظة رماح!2 || dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx | جمعية تحفيظ القران رماح!2,فهد النوفل,أبرار جيلاني,PRIMARY_ROSTER,47
SRC-LEG-LEG-ORG-B2-016,LEG-ORG-B2-016,جمعية أجا النسائية الاهلية,2,legacy,LEG-ORG-B2-016,جمعية أجا النسائية الاهلية,جمعيهاجاالنسائيهالاهليه,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!17 || dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | جمعية أجا النسائية الاهلية!2 || dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx | جمعية أجا النسائية الاهلية!2,فهد النوفل,أبرار جيلاني,PRIMARY_ROSTER,47
SRC-LEG-LEG-ORG-B2-017,LEG-ORG-B2-017,جمعية التمور للخدمات الإنسانية,2,legacy,LEG-ORG-B2-017,جمعية التمور للخدمات الإنسانية,جمعيهالتمورللخدماتالانسانيه,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | dashboard_bundle_1/المحكم-حسين عواجي.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!18 || dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | جمعية التمور للخدمات الإنسانية!2 || dashboard_bundle_1/المحكم-حسين عواجي.xlsx | جمعية التمور للخدمات الإنسانية!2,سارة أبو الخير,حسين عواجي,PRIMARY_ROSTER,45
SRC-LEG-LEG-ORG-B2-018,LEG-ORG-B2-018,جمعية سدير الزراعية,2,legacy,LEG-ORG-B2-018,جمعية سدير الزراعية,جمعيهسديرالزراعيه,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | dashboard_bundle_1/المحكم-حسين عواجي.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!19 || dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | جمعية سدير الزراعية!2 || dashboard_bundle_1/المحكم-حسين عواجي.xlsx | جمعية سدير الزراعية!2,سارة أبو الخير,حسين عواجي,PRIMARY_ROSTER,45
SRC-LEG-LEG-ORG-B2-019,LEG-ORG-B2-019,جمعية سلال الغذائية,2,legacy,LEG-ORG-B2-019,جمعية سلال الغذائية,جمعيهسلالالغذائيه,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | dashboard_bundle_1/المحكم-حسين عواجي.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!20 || dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | جمعية سلال الغذائية!2 || dashboard_bundle_1/المحكم-حسين عواجي.xlsx | جمعية سلال الغذائية!2,سارة أبو الخير,حسين عواجي,PRIMARY_ROSTER,45
SRC-LEG-LEG-ORG-B2-020,LEG-ORG-B2-020,جمعية التنمية الأهلية بحرمة,2,legacy,LEG-ORG-B2-020,جمعية التنمية الأهلية بحرمة,جمعيهالتنميهالاهليهبحرمه,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | dashboard_bundle_1/المحكم-حسين عواجي.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!21 || dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | جمعية التنمية الأهلية بحرمة!2 || dashboard_bundle_1/المحكم-حسين عواجي.xlsx | جمعية التنمية الأهلية بحرمة!2,سارة أبو الخير,حسين عواجي,PRIMARY_ROSTER,45
SRC-LEG-LEG-ORG-B2-021,LEG-ORG-B2-021,جمعية العناية بالمكتبات الخاصة,2,legacy,LEG-ORG-B2-021,جمعية العناية بالمكتبات الخاصة,جمعيهالعنايهبالمكتباتالخاصه,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | dashboard_bundle_1/المحكم-حسين عواجي.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!22 || dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | جمعية العناية بالمكتبات الخاصة!2 || dashboard_bundle_1/المحكم-حسين عواجي.xlsx | جمعية العناية بالمكتبات الخاصة!2,سارة أبو الخير,حسين عواجي,PRIMARY_ROSTER,45
SRC-LEG-LEG-ORG-B2-022,LEG-ORG-B2-022,تراحم الرياض,2,legacy,LEG-ORG-B2-022,تراحم الرياض,تراحمالرياض,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | dashboard_bundle_1/المحكم-حسين عواجي.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!23 || dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | تراحم الرياض!2 || dashboard_bundle_1/المحكم-حسين عواجي.xlsx | تراحم الرياض!2,سارة أبو الخير,حسين عواجي,PRIMARY_ROSTER,45
SRC-LEG-LEG-ORG-B2-023,LEG-ORG-B2-023,جمعية صناعة القدرات الشبابية,2,legacy,LEG-ORG-B2-023,جمعية صناعة القدرات الشبابية,جمعيهصناعهالقدراتالشبابيه,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | dashboard_bundle_1/المحكم-حسين عواجي.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!24 || dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | جمعية صناعة القدرات الشبابية!2 || dashboard_bundle_1/المحكم-حسين عواجي.xlsx | جمعية صناعة القدرات الشبابية!2,سارة أبو الخير,حسين عواجي,PRIMARY_ROSTER,45
SRC-LEG-LEG-ORG-B2-024,LEG-ORG-B2-024,لجنة تراحم القصيم,2,legacy,LEG-ORG-B2-024,لجنة تراحم القصيم,لجنهتراحمالقصيم,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | dashboard_bundle_1/المحكم-علي الدوسري.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!25 || dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | لجنة تراحم القصيم!2 || dashboard_bundle_1/المحكم-علي الدوسري.xlsx | لجنة تراحم القصيم!2,وديع الحربي,علي الدوسري,PRIMARY_ROSTER,45
SRC-LEG-LEG-ORG-B2-025,LEG-ORG-B2-025,جمعية وطن طموح,2,legacy,LEG-ORG-B2-025,جمعية وطن طموح,جمعيهوطنطموح,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | dashboard_bundle_1/المحكم-علي الدوسري.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!26 || dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | جمعية وطن طموح!2 || dashboard_bundle_1/المحكم-علي الدوسري.xlsx | جمعية وطن طموح!2,وديع الحربي,علي الدوسري,PRIMARY_ROSTER,45
