participation_id,proposed_canonical_org_id,canonical_org_name,cohort,cohort_label,organization_name_as_written,normalized_name,source,source_record_ids,legacy_org_ids,lovable_org_ids,source_files,source_sheets,source_rows,consultant_names,evaluator_names,first_recorded_at,last_recorded_at,roster_status,model_family_count,model_version_count,latest_outputs_count,links_count,participation_evidence,cohort_confidence,possible_previous_participation,possible_next_participation,requires_review
PART-LEG-LEG-ORG-B2-010,LEG-ORG-B2-010,الجمعية السعودية الخيرية للوقاية من السموم,2,دفعة 2,الجمعية السعودية الخيرية للوقاية من السموم,الجمعيهالسعوديهالخيريهللوقايهمنالسموم,legacy,LEG-ORG-B2-010,LEG-ORG-B2-010,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!11 || dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | الجمعية السعودية للوقاية!2 || dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx | جمعية الوقاية من السموم!2,فهد النوفل,أبرار جيلاني,,,PRIMARY_ROSTER,46,46,,47,legacy_org_id=LEG-ORG-B2-010,HIGH,,,false
PART-LEG-LEG-ORG-B2-011,LEG-ORG-B2-011,أوقاف إثراء المعرفة,2,دفعة 2,أوقاف إثراء المعرفة,اوقافاثراءالمعرفه,legacy,LEG-ORG-B2-011,LEG-ORG-B2-011,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!12 || dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | أوقاف إثراء المعرفة!2 || dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx | أوقاف إثراء المعرفة!2,فهد النوفل,أبرار جيلاني,,,PRIMARY_ROSTER,46,46,,47,legacy_org_id=LEG-ORG-B2-011,HIGH,,,false
PART-LEG-LEG-ORG-B2-012,LEG-ORG-B2-012,جمعية اكتشاف وتطوير المواهب (رائد),2,دفعة 2,جمعية اكتشاف وتطوير المواهب (رائد),جمعيهاكتشافوتطويرالمواهب(رائد),legacy,LEG-ORG-B2-012,LEG-ORG-B2-012,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!13 || dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | جمعية اكتشاف وتطوير المواهب!2 || dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx | جمعية اكتشاف وتطوير المواهب!2,فهد النوفل,أبرار جيلاني,,,PRIMARY_ROSTER,46,46,,47,legacy_org_id=LEG-ORG-B2-012,HIGH,,,false
PART-LEG-LEG-ORG-B2-013,LEG-ORG-B2-013,جمعية كبار السن,2,دفعة 2,جمعية كبار السن,جمعيهكبارالسن,legacy,LEG-ORG-B2-013,LEG-ORG-B2-013,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!14 || dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | جمعية كبار السن!2 || dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx | جمعية كبار السن!2,فهد النوفل,أبرار جيلاني,,,PRIMARY_ROSTER,46,46,,47,legacy_org_id=LEG-ORG-B2-013,HIGH,,,false
PART-LEG-LEG-ORG-B2-014,LEG-ORG-B2-014,الجمعية الخيرية لتحفيظ القرآن الكريم بمحافظة المذنب,2,دفعة 2,الجمعية الخيرية لتحفيظ القرآن الكريم بمحافظة المذنب,الجمعيهالخيريهلتحفيظالقرانالكريمبمحافظهالمذنب,legacy,LEG-ORG-B2-014,LEG-ORG-B2-014,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!15 || dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | الجمعية الخيريةبمحافظة المذنب!2 || dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx | جمعية تحفيظ القرآن  المذنب!2,فهد النوفل,أبرار جيلاني,,,PRIMARY_ROSTER,46,46,,47,legacy_org_id=LEG-ORG-B2-014,HIGH,,,false
PART-LEG-LEG-ORG-B2-015,LEG-ORG-B2-015,الجمعية الخيرية لتحفيظ القران الكريم بمحافظة رماح,2,دفعة 2,الجمعية الخيرية لتحفيظ القران الكريم بمحافظة رماح,الجمعيهالخيريهلتحفيظالقرانالكريمبمحافظهرماح,legacy,LEG-ORG-B2-015,LEG-ORG-B2-015,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!16 || dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | الجمعية الخيرية  بمحافظة رماح!2 || dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx | جمعية تحفيظ القران رماح!2,فهد النوفل,أبرار جيلاني,,,PRIMARY_ROSTER,47,47,,47,legacy_org_id=LEG-ORG-B2-015,HIGH,,,false
PART-LEG-LEG-ORG-B2-016,LEG-ORG-B2-016,جمعية أجا النسائية الاهلية,2,دفعة 2,جمعية أجا النسائية الاهلية,جمعيهاجاالنسائيهالاهليه,legacy,LEG-ORG-B2-016,LEG-ORG-B2-016,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!17 || dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | جمعية أجا النسائية الاهلية!2 || dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx | جمعية أجا النسائية الاهلية!2,فهد النوفل,أبرار جيلاني,,,PRIMARY_ROSTER,46,46,,47,legacy_org_id=LEG-ORG-B2-016,HIGH,,,false
PART-LEG-LEG-ORG-B2-017,LEG-ORG-B2-017,جمعية التمور للخدمات الإنسانية,2,دفعة 2,جمعية التمور للخدمات الإنسانية,جمعيهالتمورللخدماتالانسانيه,legacy,LEG-ORG-B2-017,LEG-ORG-B2-017,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | dashboard_bundle_1/المحكم-حسين عواجي.xlsx,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!18 || dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | جمعية التمور للخدمات الإنسانية!2 || dashboard_bundle_1/المحكم-حسين عواجي.xlsx | جمعية التمور للخدمات الإنسانية!2,سارة أبو الخير,حسين عواجي,,,PRIMARY_ROSTER,43,43,,45,legacy_org_id=LEG-ORG-B2-017,HIGH,,,false
PART-LEG-LEG-ORG-B2-018,LEG-ORG-B2-018,جمعية سدير الزراعية,2,دفعة 2,جمعية سدير الزراعية,جمعيهسديرالزراعيه,legacy,LEG-ORG-B2-018,LEG-ORG-B2-018,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | dashboard_bundle_1/المحكم-حسين عواجي.xlsx,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!19 || dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | جمعية سدير الزراعية!2 || dashboard_bundle_1/المحكم-حسين عواجي.xlsx | جمعية سدير الزراعية!2,سارة أبو الخير,حسين عواجي,,,PRIMARY_ROSTER,42,42,,45,legacy_org_id=LEG-ORG-B2-018,HIGH,,,false
PART-LEG-LEG-ORG-B2-019,LEG-ORG-B2-019,جمعية سلال الغذائية,2,دفعة 2,جمعية سلال الغذائية,جمعيهسلالالغذائيه,legacy,LEG-ORG-B2-019,LEG-ORG-B2-019,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | dashboard_bundle_1/المحكم-حسين عواجي.xlsx,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!20 || dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | جمعية سلال الغذائية!2 || dashboard_bundle_1/المحكم-حسين عواجي.xlsx | جمعية سلال الغذائية!2,سارة أبو الخير,حسين عواجي,,,PRIMARY_ROSTER,42,42,,45,legacy_org_id=LEG-ORG-B2-019,HIGH,,,false
PART-LEG-LEG-ORG-B2-020,LEG-ORG-B2-020,جمعية التنمية الأهلية بحرمة,2,دفعة 2,جمعية التنمية الأهلية بحرمة,جمعيهالتنميهالاهليهبحرمه,legacy,LEG-ORG-B2-020,LEG-ORG-B2-020,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | dashboard_bundle_1/المحكم-حسين عواجي.xlsx,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!21 || dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | جمعية التنمية الأهلية بحرمة!2 || dashboard_bundle_1/المحكم-حسين عواجي.xlsx | جمعية التنمية الأهلية بحرمة!2,سارة أبو الخير,حسين عواجي,,,PRIMARY_ROSTER,42,42,,45,legacy_org_id=LEG-ORG-B2-020,HIGH,,,false
PART-LEG-LEG-ORG-B2-021,LEG-ORG-B2-021,جمعية العناية بالمكتبات الخاصة,2,دفعة 2,جمعية العناية بالمكتبات الخاصة,جمعيهالعنايهبالمكتباتالخاصه,legacy,LEG-ORG-B2-021,LEG-ORG-B2-021,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | dashboard_bundle_1/المحكم-حسين عواجي.xlsx,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!22 || dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | جمعية العناية بالمكتبات الخاصة!2 || dashboard_bundle_1/المحكم-حسين عواجي.xlsx | جمعية العناية بالمكتبات الخاصة!2,سارة أبو الخير,حسين عواجي,,,PRIMARY_ROSTER,42,42,,45,legacy_org_id=LEG-ORG-B2-021,HIGH,,,false
PART-LEG-LEG-ORG-B2-022,LEG-ORG-B2-022,تراحم الرياض,2,دفعة 2,تراحم الرياض,تراحمالرياض,legacy,LEG-ORG-B2-022,LEG-ORG-B2-022,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | dashboard_bundle_1/المحكم-حسين عواجي.xlsx,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!23 || dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | تراحم الرياض!2 || dashboard_bundle_1/المحكم-حسين عواجي.xlsx | تراحم الرياض!2,سارة أبو الخير,حسين عواجي,,,PRIMARY_ROSTER,42,42,,45,legacy_org_id=LEG-ORG-B2-022,HIGH,,,false
PART-LEG-LEG-ORG-B2-023,LEG-ORG-B2-023,جمعية صناعة القدرات الشبابية,2,دفعة 2,جمعية صناعة القدرات الشبابية,جمعيهصناعهالقدراتالشبابيه,legacy,LEG-ORG-B2-023,LEG-ORG-B2-023,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | dashboard_bundle_1/المحكم-حسين عواجي.xlsx,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!24 || dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | جمعية صناعة القدرات الشبابية!2 || dashboard_bundle_1/المحكم-حسين عواجي.xlsx | جمعية صناعة القدرات الشبابية!2,سارة أبو الخير,حسين عواجي,,,PRIMARY_ROSTER,24,24,,45,legacy_org_id=LEG-ORG-B2-023,HIGH,,,false
PART-LEG-LEG-ORG-B2-024,LEG-ORG-B2-024,لجنة تراحم القصيم,2,دفعة 2,لجنة تراحم القصيم,لجنهتراحمالقصيم,legacy,LEG-ORG-B2-024,LEG-ORG-B2-024,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | dashboard_bundle_1/المحكم-علي الدوسري.xlsx,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!25 || dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | لجنة تراحم القصيم!2 || dashboard_bundle_1/المحكم-علي الدوسري.xlsx | لجنة تراحم القصيم!2,وديع الحربي,علي الدوسري,,,PRIMARY_ROSTER,41,41,,45,legacy_org_id=LEG-ORG-B2-024,HIGH,,,false
PART-LEG-LEG-ORG-B2-025,LEG-ORG-B2-025,جمعية وطن طموح,2,دفعة 2,جمعية وطن طموح,جمعيهوطنطموح,legacy,LEG-ORG-B2-025,LEG-ORG-B2-025,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | dashboard_bundle_1/المحكم-علي الدوسري.xlsx,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!26 || dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | جمعية وطن طموح!2 || dashboard_bundle_1/المحكم-علي الدوسري.xlsx | جمعية وطن طموح!2,وديع الحربي,علي الدوسري,,,PRIMARY_ROSTER,41,41,,45,legacy_org_id=LEG-ORG-B2-025,HIGH,,,false
PART-LEG-LEG-ORG-B2-026,LEG-ORG-B2-026,جمعية دعم التعليم تعلم,2,دفعة 2,جمعية دعم التعليم تعلم,جمعيهدعمالتعليمتعلم,legacy,LEG-ORG-B2-026,LEG-ORG-B2-026,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | dashboard_bundle_1/المحكم-علي الدوسري.xlsx,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!27 || dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | جمعية دعم التعليم تعلم!2 || dashboard_bundle_1/المحكم-علي الدوسري.xlsx | جمعية دعم التعليم تعلم!2,وديع الحربي,علي الدوسري,,,PRIMARY_ROSTER,44,44,,45,legacy_org_id=LEG-ORG-B2-026,HIGH,,,false
PART-LEG-LEG-ORG-B2-027,LEG-ORG-B2-027,جمعية عضيد للخدمات التطوعية,2,دفعة 2,جمعية عضيد للخدمات التطوعية,جمعيهعضيدللخدماتالتطوعيه,legacy,LEG-ORG-B2-027,LEG-ORG-B2-027,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | dashboard_bundle_1/المحكم-علي الدوسري.xlsx,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!28 || dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | جمعية عضيد للخدمات التطوعية!2 || dashboard_bundle_1/المحكم-علي الدوسري.xlsx | جمعية عضيد للخدمات التطوعية!2,وديع الحربي,علي الدوسري,,,PRIMARY_ROSTER,44,44,,45,legacy_org_id=LEG-ORG-B2-027,HIGH,,,false
PART-LEG-LEG-ORG-B2-028,LEG-ORG-B2-028,جمعية النخب العلمية,2,دفعة 2,جمعية النخب العلمية,جمعيهالنخبالعلميه,legacy,LEG-ORG-B2-028,LEG-ORG-B2-028,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | dashboard_bundle_1/المحكم-علي الدوسري.xlsx,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!29 || dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | جمعية النخب العلمية!2 || dashboard_bundle_1/المحكم-علي الدوسري.xlsx | جمعية النخب العلمية!2,وديع الحربي,علي الدوسري,,,PRIMARY_ROSTER,44,44,,45,legacy_org_id=LEG-ORG-B2-028,HIGH,,,false
PART-LEG-LEG-ORG-B2-029,LEG-ORG-B2-029,جمعية ذو النون للرعاية الصحية المنزلية,2,دفعة 2,جمعية ذو النون للرعاية الصحية المنزلية,جمعيهذوالنونللرعايهالصحيهالمنزليه,legacy,LEG-ORG-B2-029,LEG-ORG-B2-029,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | dashboard_bundle_1/المحكم-علي الدوسري.xlsx,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!30 || dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | جمعية ذو النون!2 || dashboard_bundle_1/المحكم-علي الدوسري.xlsx | جمعية ذو النون للرعاية الصحية!2,وديع الحربي,علي الدوسري,,,PRIMARY_ROSTER,38,38,,45,legacy_org_id=LEG-ORG-B2-029,HIGH,,,false
PART-LEG-LEG-ORG-B2-030,LEG-ORG-B2-030,جمعية أخلاقنا لتعزيز القيم,2,دفعة 2,جمعية أخلاقنا لتعزيز القيم,جمعيهاخلاقنالتعزيزالقيم,legacy,LEG-ORG-B2-030,LEG-ORG-B2-030,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | dashboard_bundle_1/المحكم-علي الدوسري.xlsx,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!31 || dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | جمعية أخلاقنا لتعزيز القيم!2 || dashboard_bundle_1/المحكم-علي الدوسري.xlsx | جمعية أخلاقنا لتعزيز القيم!2,وديع الحربي,علي الدوسري,,,PRIMARY_ROSTER,44,44,,45,legacy_org_id=LEG-ORG-B2-030,HIGH,,,false
PART-LEG-LEG-ORG-B3-001,LEG-ORG-B3-001,مؤسسة منارات الهدى الوقفية,3,دفعة 3,مؤسسة منارات الهدى الوقفية,مؤسسهمناراتالهديالوقفيه,legacy,LEG-ORG-B3-001,LEG-ORG-B3-001,,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx,,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | بيانات الجهات!2 || dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | مؤسسة منارات الهدى الوقفية!2 || dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx | مؤسسة منارات الهدى الوقفية!2,عبدالرحمن موسى,خالد الزهراني,,,PRIMARY_ROSTER,47,47,,47,legacy_org_id=LEG-ORG-B3-001,HIGH,,,false
PART-LEG-LEG-ORG-B3-002,ORG-A05-03,جمعية التنمية الأهلية بالشقيق,3,دفعة 3,جمعية التنمية الأهلية بالشقيق,جمعيهالتنميهالاهليهبالشقيق,legacy,LEG-ORG-B3-002,LEG-ORG-B3-002,ORG-A05-03,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx,,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | بيانات الجهات!3 || dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | جمعية التنمية الأهلية بالشقيق!2 || dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx | جمعية التنمية الأهلية بالشقيق!2,عبدالرحمن موسى,خالد الزهراني,,,PRIMARY_ROSTER,44,47,,47,legacy_org_id=LEG-ORG-B3-002,HIGH,,,false
PART-LEG-LEG-ORG-B3-003,ORG-A05-05,جمعية البر ايتاء ببيشة,3,دفعة 3,جمعية البر ايتاء ببيشة,جمعيهالبرايتاءببيشه,legacy,LEG-ORG-B3-003,LEG-ORG-B3-003,ORG-A05-05,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx,,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | بيانات الجهات!4 || dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | جمعية البر ايتاء ببيشة!2 || dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx | جمعية البر ايتاء ببيشة!2,عبدالرحمن موسى,خالد الزهراني,,,PRIMARY_ROSTER,44,47,,47,legacy_org_id=LEG-ORG-B3-003,HIGH,,,false
PART-LEG-LEG-ORG-B3-004,ORG-A05-07,جمعية التنمية الأهلية بوادي جازان,3,دفعة 3,جمعية التنمية الأهلية بوادي جازان,جمعيهالتنميهالاهليهبواديجازان,legacy,LEG-ORG-B3-004,LEG-ORG-B3-004,ORG-A05-07,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx,,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | بيانات الجهات!5 || dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | جمعية التنمية بوادي جازان!2 || dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx | جمعية التنمية بوادي جازان!2,عبدالرحمن موسى,خالد الزهراني,,,PRIMARY_ROSTER,44,47,,47,legacy_org_id=LEG-ORG-B3-004,HIGH,,,false
PART-LEG-LEG-ORG-B3-005,ORG-A05-06,جمعية البر الخيرية بمحافظة بني حسن,3,دفعة 3,جمعية البر الخيرية بمحافظة بني حسن,جمعيهالبرالخيريهبمحافظهبنيحسن,legacy,LEG-ORG-B3-005,LEG-ORG-B3-005,ORG-A05-06,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx,,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | بيانات الجهات!6 || dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | جمعية البر بمحافظة بني حسن!2 || dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx | جمعية البر بمحافظة بني حسن!2,عبدالرحمن موسى,خالد الزهراني,,,PRIMARY_ROSTER,44,47,,47,legacy_org_id=LEG-ORG-B3-005,HIGH,,,false
PART-LEG-LEG-ORG-B3-006,ORG-A05-04,الجمعية الخيرية لتحفيظ القران الكريم بنجران رتل,3,دفعة 3,الجمعية الخيرية لتحفيظ القران الكريم بنجران رتل,الجمعيهالخيريهلتحفيظالقرانالكريمبنجرانرتل,legacy,LEG-ORG-B3-006,LEG-ORG-B3-006,ORG-A05-04,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx,,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | بيانات الجهات!7 || dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | جمعية تحفيظ القران بنجران رتل!2 || dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx | الجمعية الخيرية بنجران رتل!2,عبدالرحمن موسى,خالد الزهراني,,,PRIMARY_ROSTER,43,47,,47,legacy_org_id=LEG-ORG-B3-006,HIGH,,,false
PART-LEG-LEG-ORG-B3-007,ORG-A05-01,جمعية التنمية الأهلية بالباحر,3,دفعة 3,جمعية التنمية الأهلية بالباحر,جمعيهالتنميهالاهليهبالباحر,legacy,LEG-ORG-B3-007,LEG-ORG-B3-007,ORG-A05-01,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx,,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | بيانات الجهات!8 || dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | جمعية التنمية الأهلية بالباحر!2 || dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx | جمعية التنمية الأهلية بالباحر!2,عبدالرحمن موسى,خالد الزهراني,,,PRIMARY_ROSTER,44,47,,47,legacy_org_id=LEG-ORG-B3-007,HIGH,,,false
PART-LEG-LEG-ORG-B3-008,ORG-A05-02,جمعية الدعوة والارشاد وتوعوية الجاليات بصناعية نجران إشراقة,3,دفعة 3,جمعية الدعوة والارشاد وتوعوية الجاليات بصناعية نجران إشراقة,جمعيهالدعوهوالارشادوتوعويهالجالياتبصناعيهنجراناشراقه,legacy,LEG-ORG-B3-008,LEG-ORG-B3-008,ORG-A05-02,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx,,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | بيانات الجهات!9 || dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | جمعية إشراقة!2 || dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx | جمعية نجران إشراقة!2,عبدالرحمن موسى,خالد الزهراني,,,PRIMARY_ROSTER,43,47,,47,legacy_org_id=LEG-ORG-B3-008,HIGH,,,false
